Key,Entity,Code,Year,Historical and more recent literacy estimates
AFG1979,Afghanistan,AFG,1979,18.15768
AFG2011,Afghanistan,AFG,2011,31.44885
AFG2015,Afghanistan,AFG,2015,38.16804
AFG2021,Afghanistan,AFG,2021,37.26604
ALB2001,Albania,ALB,2001,98.71298
ALB2008,Albania,ALB,2008,95.93864
ALB2011,Albania,ALB,2011,96.8453
ALB2012,Albania,ALB,2012,97.24697
ALB2015,Albania,ALB,2015,97.5539
ALB2022,Albania,ALB,2022,98.5
DZA1987,Algeria,DZA,1987,49.63088
DZA2002,Algeria,DZA,2002,69.8735
DZA2006,Algeria,DZA,2006,72.64868
DZA2008,Algeria,DZA,2008,75.13605
DZA2015,Algeria,DZA,2015,79.6084
DZA2018,Algeria,DZA,2018,81.40784
ASM1980,American Samoa,ASM,1980,97.34416
AND2011,Andorra,AND,2011,100
AGO2001,Angola,AGO,2001,67.40542
AGO2014,Angola,AGO,2014,66.03011
AGO2015,Angola,AGO,2015,71.16416
AGO2022,Angola,AGO,2022,72.4
AIA1984,Anguilla,AIA,1984,95
ATG2001,Antigua and Barbuda,ATG,2001,98.95
ATG2014,Antigua and Barbuda,ATG,2014,98.95
1990,Arab World,,1990,54.59347
2000,Arab World,,2000,66.006065
2010,Arab World,,2010,77.364586
1978,Arab World (WB),,1978,46.47531
1979,Arab World (WB),,1979,46.94826
1980,Arab World (WB),,1980,47.53087
1981,Arab World (WB),,1981,48.11101
1982,Arab World (WB),,1982,48.67683
1983,Arab World (WB),,1983,48.89918
1984,Arab World (WB),,1984,49.61644
1985,Arab World (WB),,1985,50.50422
1986,Arab World (WB),,1986,51.30673
1987,Arab World (WB),,1987,51.98211
1988,Arab World (WB),,1988,52.97973
1989,Arab World (WB),,1989,53.85493
1990,Arab World (WB),,1990,54.79577
1991,Arab World (WB),,1991,55.81391
1992,Arab World (WB),,1992,56.86386
1993,Arab World (WB),,1993,57.68294
1994,Arab World (WB),,1994,58.44878
1995,Arab World (WB),,1995,59.59429
1996,Arab World (WB),,1996,60.88104
1997,Arab World (WB),,1997,61.82833
1998,Arab World (WB),,1998,63.03689
1999,Arab World (WB),,1999,64.11116
2000,Arab World (WB),,2000,64.8063
2001,Arab World (WB),,2001,66.24235
2002,Arab World (WB),,2002,67.3602
2003,Arab World (WB),,2003,69.98903
2004,Arab World (WB),,2004,70.57378
2005,Arab World (WB),,2005,70.23333
2006,Arab World (WB),,2006,69.12741
2007,Arab World (WB),,2007,69.87659
2008,Arab World (WB),,2008,70.67663
2009,Arab World (WB),,2009,69.58039
2010,Arab World (WB),,2010,70.51842
2011,Arab World (WB),,2011,72.2775
2012,Arab World (WB),,2012,75.70189
2013,Arab World (WB),,2013,73.27648
2014,Arab World (WB),,2014,77.57787
2015,Arab World (WB),,2015,74.98121
2016,Arab World (WB),,2016,76.38673
2017,Arab World (WB),,2017,77.1703
2018,Arab World (WB),,2018,74.28613
2019,Arab World (WB),,2019,74.60366
2020,Arab World (WB),,2020,75.02288
2021,Arab World (WB),,2021,75.23118
2022,Arab World (WB),,2022,75.17153
ARG1900,Argentina,ARG,1900,51.3
ARG1910,Argentina,ARG,1910,60.4
ARG1920,Argentina,ARG,1920,68.2
ARG1930,Argentina,ARG,1930,74.9
ARG1940,Argentina,ARG,1940,81.7
ARG1950,Argentina,ARG,1950,87.6
ARG1960,Argentina,ARG,1960,91.4
ARG1970,Argentina,ARG,1970,93
ARG1979,Argentina,ARG,1979,94.2
ARG1980,Argentina,ARG,1980,93.91286
ARG1991,Argentina,ARG,1991,96.04072
ARG2001,Argentina,ARG,2001,97.19331
ARG2014,Argentina,ARG,2014,98.03402
ARG2015,Argentina,ARG,2015,98.08997
ARM1989,Armenia,ARM,1989,98.75196
ARM2001,Armenia,ARM,2001,99.40016
ARM2011,Armenia,ARM,2011,99.74441
ARM2015,Armenia,ARM,2015,99.76842
ARM2016,Armenia,ARM,2016,99.74441
ARM2017,Armenia,ARM,2017,99.73607
ARM2020,Armenia,ARM,2020,99.78861
ABW2000,Aruba,ABW,2000,97.29125
ABW2010,Aruba,ABW,2010,96.82264
ABW2015,Aruba,ABW,2015,97.5242
ABW2020,Aruba,ABW,2020,97.99
AUS2003,Australia,AUS,2003,99
AUT2011,Austria,AUT,2011,98
AZE1999,Azerbaijan,AZE,1999,98.7918
AZE2007,Azerbaijan,AZE,2007,99.59319
AZE2009,Azerbaijan,AZE,2009,99.75984
AZE2010,Azerbaijan,AZE,2010,99.77114
AZE2011,Azerbaijan,AZE,2011,99.77863
AZE2012,Azerbaijan,AZE,2012,99.77577
AZE2013,Azerbaijan,AZE,2013,99.78936
AZE2014,Azerbaijan,AZE,2014,99.78899
AZE2015,Azerbaijan,AZE,2015,99.78806
AZE2016,Azerbaijan,AZE,2016,99.79006
AZE2017,Azerbaijan,AZE,2017,99.79123
AZE2019,Azerbaijan,AZE,2019,99.79598
BHS2003,Bahamas,BHS,2003,95.6
BHR1981,Bahrain,BHR,1981,69.75351
BHR1991,Bahrain,BHR,1991,84.01383
BHR2001,Bahrain,BHR,2001,86.54874
BHR2010,Bahrain,BHR,2010,94.55679
BHR2011,Bahrain,BHR,2011,92.3
BHR2015,Bahrain,BHR,2015,95.71726
BGD1981,Bangladesh,BGD,1981,29.22723
BGD1991,Bangladesh,BGD,1991,35.3193
BGD2001,Bangladesh,BGD,2001,47.4855
BGD2007,Bangladesh,BGD,2007,46.6636
BGD2011,Bangladesh,BGD,2011,58.76918
BGD2012,Bangladesh,BGD,2012,57.86075
BGD2013,Bangladesh,BGD,2013,61.01554
BGD2014,Bangladesh,BGD,2014,61.0933
BGD2015,Bangladesh,BGD,2015,65.13733
BGD2016,Bangladesh,BGD,2016,72.75872
BGD2017,Bangladesh,BGD,2017,72.89297
BGD2018,Bangladesh,BGD,2018,73.9122
BGD2019,Bangladesh,BGD,2019,74.68446
BGD2020,Bangladesh,BGD,2020,74.9089
BRB1970,Barbados,BRB,1970,99.26808
BRB1980,Barbados,BRB,1980,99.5
BRB2002,Barbados,BRB,2002,99.7
BLR1989,Belarus,BLR,1989,97.88337
BLR1999,Belarus,BLR,1999,99.59073
BLR2009,Belarus,BLR,2009,99.61706
BLR2015,Belarus,BLR,2015,99.72204
BLR2019,Belarus,BLR,2019,99.874
BEL1475,Belgium,BEL,1475,10
BEL1550,Belgium,BEL,1550,17
BEL1650,Belgium,BEL,1650,25
BEL1750,Belgium,BEL,1750,13
BEL2003,Belgium,BEL,2003,99
BLZ1991,Belize,BLZ,1991,70.29842
BLZ2001,Belize,BLZ,2001,80.9
BLZ2015,Belize,BLZ,2015,82.77682
BEN1979,Benin,BEN,1979,16.48273
BEN1992,Benin,BEN,1992,27.24517
BEN2002,Benin,BEN,2002,34.65785
BEN2006,Benin,BEN,2006,28.70211
BEN2012,Benin,BEN,2012,32.94882
BEN2015,Benin,BEN,2015,38.44714
BEN2022,Benin,BEN,2022,47.1
BMU2005,Bermuda,BMU,2005,98
BTN2005,Bhutan,BTN,2005,52.81469
BTN2012,Bhutan,BTN,2012,55.31756
BTN2015,Bhutan,BTN,2015,63.90682
BTN2017,Bhutan,BTN,2017,66.56115
BTN2022,Bhutan,BTN,2022,72.1
BOL1900,Bolivia,BOL,1900,18
BOL1910,Bolivia,BOL,1910,20
BOL1920,Bolivia,BOL,1920,22
BOL1930,Bolivia,BOL,1930,25
BOL1940,Bolivia,BOL,1940,28
BOL1950,Bolivia,BOL,1950,32
BOL1960,Bolivia,BOL,1960,44
BOL1970,Bolivia,BOL,1970,58
BOL1971,Bolivia,BOL,1971,59
BOL1972,Bolivia,BOL,1972,60
BOL1973,Bolivia,BOL,1973,61
BOL1974,Bolivia,BOL,1974,62
BOL1975,Bolivia,BOL,1975,63
BOL1976,Bolivia,BOL,1976,63.20815
BOL1992,Bolivia,BOL,1992,79.99177
BOL2001,Bolivia,BOL,2001,86.72367
BOL2007,Bolivia,BOL,2007,90.74347
BOL2008,Bolivia,BOL,2008,90.69811
BOL2009,Bolivia,BOL,2009,91.16783
BOL2011,Bolivia,BOL,2011,92.22615
BOL2012,Bolivia,BOL,2012,94.46057
BOL2015,Bolivia,BOL,2015,92.45508
BOL2020,Bolivia,BOL,2020,93.85256
BIH1991,Bosnia and Herzegovina,BIH,1991,89.06359
BIH2000,Bosnia and Herzegovina,BIH,2000,96.6631
BIH2011,Bosnia and Herzegovina,BIH,2011,98.14204
BIH2013,Bosnia and Herzegovina,BIH,2013,96.99177
BIH2014,Bosnia and Herzegovina,BIH,2014,98.37765
BIH2015,Bosnia and Herzegovina,BIH,2015,98.48576
BIH2022,Bosnia and Herzegovina,BIH,2022,98.3
BWA1991,Botswana,BWA,1991,68.58091
BWA2003,Botswana,BWA,2003,81.18871
BWA2013,Botswana,BWA,2013,86.82318
BWA2014,Botswana,BWA,2014,87.70751
BWA2015,Botswana,BWA,2015,88.22441
BRA1900,Brazil,BRA,1900,35
BRA1910,Brazil,BRA,1910,35
BRA1920,Brazil,BRA,1920,35
BRA1930,Brazil,BRA,1930,39
BRA1940,Brazil,BRA,1940,44
BRA1950,Brazil,BRA,1950,49
BRA1960,Brazil,BRA,1960,60
BRA1970,Brazil,BRA,1970,68
BRA1979,Brazil,BRA,1979,75
BRA1980,Brazil,BRA,1980,74.58673
BRA2000,Brazil,BRA,2000,86.36788
BRA2004,Brazil,BRA,2004,88.61624
BRA2006,Brazil,BRA,2006,89.61523
BRA2007,Brazil,BRA,2007,90.00937
BRA2008,Brazil,BRA,2008,90.03662
BRA2009,Brazil,BRA,2009,90.29821
BRA2010,Brazil,BRA,2010,90.37918
BRA2011,Brazil,BRA,2011,91.41124
BRA2012,Brazil,BRA,2012,91.33785
BRA2013,Brazil,BRA,2013,91.48424
BRA2014,Brazil,BRA,2014,91.72943
BRA2015,Brazil,BRA,2015,92.0479
BRA2016,Brazil,BRA,2016,92.80844
BRA2017,Brazil,BRA,2017,93.07582
BRA2018,Brazil,BRA,2018,93.2275
BRA2022,Brazil,BRA,2022,94.69
VGB1991,British Virgin Islands,VGB,1991,97.8
BRN1981,Brunei,BRN,1981,77.7355
BRN1991,Brunei,BRN,1991,87.80418
BRN2001,Brunei,BRN,2001,92.67113
BRN2011,Brunei,BRN,2011,96.08556
BRN2015,Brunei,BRN,2015,96.65653
BRN2018,Brunei,BRN,2018,97.21411
BRN2021,Brunei,BRN,2021,97.59
BGR2001,Bulgaria,BGR,2001,98.20356
BGR2011,Bulgaria,BGR,2011,98.35245
BGR2015,Bulgaria,BGR,2015,98.38858
BGR2021,Bulgaria,BGR,2021,98.42
BFA1975,Burkina Faso,BFA,1975,8.83023
BFA1991,Burkina Faso,BFA,1991,13.56923
BFA1996,Burkina Faso,BFA,1996,12.84817
BFA2003,Burkina Faso,BFA,2003,21.82292
BFA2005,Burkina Faso,BFA,2005,23.5222
BFA2006,Burkina Faso,BFA,2006,22.47258
BFA2007,Burkina Faso,BFA,2007,28.29366
BFA2014,Burkina Faso,BFA,2014,34.5994
BFA2015,Burkina Faso,BFA,2015,37.7467
BFA2018,Burkina Faso,BFA,2018,39.34585
BFA2019,Burkina Faso,BFA,2019,29.66328
BFA2022,Burkina Faso,BFA,2022,34.49
BDI1979,Burundi,BDI,1979,22.50855
BDI1990,Burundi,BDI,1990,37.38472
BDI2000,Burundi,BDI,2000,59.30362
BDI2008,Burundi,BDI,2008,48.08406
BDI2014,Burundi,BDI,2014,61.51349
BDI2015,Burundi,BDI,2015,85.49609
BDI2017,Burundi,BDI,2017,68.37533
BDI2022,Burundi,BDI,2022,75.54
KHM1998,Cambodia,KHM,1998,67.33503
KHM2004,Cambodia,KHM,2004,73.60995
KHM2008,Cambodia,KHM,2008,76.87129
KHM2009,Cambodia,KHM,2009,76.13796
KHM2014,Cambodia,KHM,2014,78.05509
KHM2015,Cambodia,KHM,2015,80.52649
KHM2022,Cambodia,KHM,2022,83.78
CMR1976,Cameroon,CMR,1976,41.21621
CMR2000,Cameroon,CMR,2000,68.40916
CMR2007,Cameroon,CMR,2007,70.67994
CMR2010,Cameroon,CMR,2010,71.29051
CMR2015,Cameroon,CMR,2015,74.98558
CMR2018,Cameroon,CMR,2018,77.07104
CMR2020,Cameroon,CMR,2020,78.23
CAN2003,Canada,CAN,2003,99
CPV1990,Cape Verde,CPV,1990,62.79686
CPV2000,Cape Verde,CPV,2000,76.11044
CPV2004,Cape Verde,CPV,2004,80.01972
CPV2012,Cape Verde,CPV,2012,85.32779
CPV2015,Cape Verde,CPV,2015,86.79029
CPV2022,Cape Verde,CPV,2022,91
2000,Caribbean small states,,2000,88.1378
2010,Caribbean small states,,2010,91.76071
CYM2007,Cayman Islands,CYM,2007,98.86782
CYM2017,Cayman Islands,CYM,2017,98.86782
CAF1975,Central African Republic,CAF,1975,18.23617
CAF1988,Central African Republic,CAF,1988,33.62442
CAF2000,Central African Republic,CAF,2000,50.64517
CAF2010,Central African Republic,CAF,2010,36.75261
CAF2015,Central African Republic,CAF,2015,36.75261
CAF2018,Central African Republic,CAF,2018,37.39582
CAF2020,Central African Republic,CAF,2020,37.49
1990,Central Europe and the Baltics,,1990,98.59496
2000,Central Europe and the Baltics,,2000,98.96019
2010,Central Europe and the Baltics,,2010,99.36096
1982,Central Europe and the Baltics (WB),,1982,97.97562
1983,Central Europe and the Baltics (WB),,1983,97.999
1984,Central Europe and the Baltics (WB),,1984,98.03503
1985,Central Europe and the Baltics (WB),,1985,98.06434
1986,Central Europe and the Baltics (WB),,1986,98.09401
1987,Central Europe and the Baltics (WB),,1987,98.12998
1988,Central Europe and the Baltics (WB),,1988,98.21289
1989,Central Europe and the Baltics (WB),,1989,98.27741
1990,Central Europe and the Baltics (WB),,1990,98.34538
1991,Central Europe and the Baltics (WB),,1991,98.40635
1992,Central Europe and the Baltics (WB),,1992,98.4627
1993,Central Europe and the Baltics (WB),,1993,98.51395
1994,Central Europe and the Baltics (WB),,1994,98.56429
1995,Central Europe and the Baltics (WB),,1995,98.61207
2013,Central Europe and the Baltics (WB),,2013,99.29847
2014,Central Europe and the Baltics (WB),,2014,99.31573
2015,Central Europe and the Baltics (WB),,2015,99.33277
2016,Central Europe and the Baltics (WB),,2016,99.3535
2017,Central Europe and the Baltics (WB),,2017,99.37043
2018,Central Europe and the Baltics (WB),,2018,99.38724
2019,Central Europe and the Baltics (WB),,2019,99.40212
2020,Central Europe and the Baltics (WB),,2020,99.41718
2021,Central Europe and the Baltics (WB),,2021,99.42526
2022,Central Europe and the Baltics (WB),,2022,99.42752
TCD1993,Chad,TCD,1993,10.89465
TCD2000,Chad,TCD,2000,25.65421
TCD2004,Chad,TCD,2004,28.38143
TCD2014,Chad,TCD,2014,39.04967
TCD2015,Chad,TCD,2015,26.00299
TCD2016,Chad,TCD,2016,22.31155
TCD2022,Chad,TCD,2022,27.28
CHL1900,Chile,CHL,1900,43
CHL1910,Chile,CHL,1910,53
CHL1920,Chile,CHL,1920,63
CHL1930,Chile,CHL,1930,75
CHL1940,Chile,CHL,1940,73
CHL1950,Chile,CHL,1950,79
CHL1960,Chile,CHL,1960,84
CHL1970,Chile,CHL,1970,88
CHL1979,Chile,CHL,1979,91
CHL1980,Chile,CHL,1980,92
CHL1982,Chile,CHL,1982,91.1284
CHL1992,Chile,CHL,1992,94.29114
CHL2002,Chile,CHL,2002,95.71662
CHL2008,Chile,CHL,2008,98.64901
CHL2009,Chile,CHL,2009,98.55368
CHL2011,Chile,CHL,2011,96.70301
CHL2013,Chile,CHL,2013,96.26706
CHL2015,Chile,CHL,2015,96.87413
CHL2017,Chile,CHL,2017,96.40228
CHL2022,Chile,CHL,2022,97.16
CHN1982,China,CHN,1982,65.50509
CHN1990,China,CHN,1990,77.78506
CHN2000,China,CHN,2000,90.92021
CHN2010,China,CHN,2010,95.12448
CHN2015,China,CHN,2015,96.35745
CHN2020,China,CHN,2020,97.15
COL1900,Colombia,COL,1900,34
COL1910,Colombia,COL,1910,39
COL1920,Colombia,COL,1920,44
COL1930,Colombia,COL,1930,52
COL1940,Colombia,COL,1940,57
COL1950,Colombia,COL,1950,62
COL1960,Colombia,COL,1960,70
COL1970,Colombia,COL,1970,78
COL1971,Colombia,COL,1971,79
COL1972,Colombia,COL,1972,79
COL1973,Colombia,COL,1973,80
COL1974,Colombia,COL,1974,81
COL1975,Colombia,COL,1975,81
COL1976,Colombia,COL,1976,82
COL1977,Colombia,COL,1977,82
COL1978,Colombia,COL,1978,83
COL1979,Colombia,COL,1979,84
COL1980,Colombia,COL,1980,84
COL1981,Colombia,COL,1981,85
COL1993,Colombia,COL,1993,91.06309
COL1996,Colombia,COL,1996,91.20716
COL2004,Colombia,COL,2004,92.80378
COL2005,Colombia,COL,2005,92.84866
COL2006,Colombia,COL,2006,92.29968
COL2007,Colombia,COL,2007,92.65179
COL2008,Colombia,COL,2008,93.37818
COL2009,Colombia,COL,2009,93.24469
COL2010,Colombia,COL,2010,93.37233
COL2011,Colombia,COL,2011,93.58053
COL2014,Colombia,COL,2014,94.18625
COL2015,Colombia,COL,2015,94.24505
COL2016,Colombia,COL,2016,94.65385
COL2018,Colombia,COL,2018,95.09251
COL2019,Colombia,COL,2019,95.24927
COL2020,Colombia,COL,2020,95.63633
COM1980,Comoros,COM,1980,47.91923
COM2000,Comoros,COM,2000,68.48923
COM2012,Comoros,COM,2012,49.19614
COM2014,Comoros,COM,2014,77.57327
COM2015,Comoros,COM,2015,78.13739
COM2022,Comoros,COM,2022,61.71
COG1984,Congo,COG,1984,59.61912
COG2005,Congo,COG,2005,76.11479
COG2011,Congo,COG,2011,79.31117
COG2015,Congo,COG,2015,79.31117
COG2021,Congo,COG,2021,80.61
COK2011,Cook Islands,COK,2011,95
CRI1900,Costa Rica,CRI,1900,36
CRI1910,Costa Rica,CRI,1910,46
CRI1920,Costa Rica,CRI,1920,57
CRI1930,Costa Rica,CRI,1930,67
CRI1940,Costa Rica,CRI,1940,73
CRI1950,Costa Rica,CRI,1950,79
CRI1960,Costa Rica,CRI,1960,83
CRI1970,Costa Rica,CRI,1970,88
CRI1971,Costa Rica,CRI,1971,89
CRI1972,Costa Rica,CRI,1972,89
CRI1973,Costa Rica,CRI,1973,89
CRI1974,Costa Rica,CRI,1974,90
CRI1975,Costa Rica,CRI,1975,90
CRI1976,Costa Rica,CRI,1976,90
CRI1977,Costa Rica,CRI,1977,91
CRI1978,Costa Rica,CRI,1978,91
CRI1979,Costa Rica,CRI,1979,91
CRI1980,Costa Rica,CRI,1980,92
CRI1981,Costa Rica,CRI,1981,92
CRI1982,Costa Rica,CRI,1982,92
CRI1983,Costa Rica,CRI,1983,92
CRI1984,Costa Rica,CRI,1984,92.62904
CRI2000,Costa Rica,CRI,2000,94.86819
CRI2011,Costa Rica,CRI,2011,97.40658
CRI2015,Costa Rica,CRI,2015,97.64725
CRI2021,Costa Rica,CRI,2021,98.04
CIV1988,Cote d'Ivoire,CIV,1988,34.13928
CIV1998,Cote d'Ivoire,CIV,1998,36.35024
CIV2000,Cote d'Ivoire,CIV,2000,48.74076
CIV2012,Cote d'Ivoire,CIV,2012,40.98163
CIV2014,Cote d'Ivoire,CIV,2014,43.90842
CIV2015,Cote d'Ivoire,CIV,2015,43.26532
CIV2019,Cote d'Ivoire,CIV,2019,89.89342
HRV1991,Croatia,HRV,1991,96.70155
HRV2001,Croatia,HRV,2001,98.14668
HRV2011,Croatia,HRV,2011,99.12536
HRV2015,Croatia,HRV,2015,99.27259
HRV2021,Croatia,HRV,2021,99.45
CUB1900,Cuba,CUB,1900,46
CUB1910,Cuba,CUB,1910,57
CUB1920,Cuba,CUB,1920,64
CUB1930,Cuba,CUB,1930,71
CUB1940,Cuba,CUB,1940,76
CUB1950,Cuba,CUB,1950,78
CUB1960,Cuba,CUB,1960,79
CUB1970,Cuba,CUB,1970,89
CUB1971,Cuba,CUB,1971,90
CUB1972,Cuba,CUB,1972,90
CUB1973,Cuba,CUB,1973,90
CUB1974,Cuba,CUB,1974,91
CUB1975,Cuba,CUB,1975,91
CUB1976,Cuba,CUB,1976,91
CUB1977,Cuba,CUB,1977,92
CUB1978,Cuba,CUB,1978,92
CUB1979,Cuba,CUB,1979,92
CUB1980,Cuba,CUB,1980,93
CUB1981,Cuba,CUB,1981,97.84665
CUB2002,Cuba,CUB,2002,99.79907
CUB2012,Cuba,CUB,2012,99.67311
CUB2015,Cuba,CUB,2015,99.71072
CUB2021,Cuba,CUB,2021,99.67311
CYP1992,Cyprus,CYP,1992,94.36247
CYP2001,Cyprus,CYP,2001,96.80363
CYP2011,Cyprus,CYP,2011,98.67843
CYP2015,Cyprus,CYP,2015,99.05978
CYP2021,Cyprus,CYP,2021,99.36
CZE2011,Czechia,CZE,2011,99
COD2001,Democratic Republic of Congo,COD,2001,67.17299
COD2007,Democratic Republic of Congo,COD,2007,61.20555
COD2012,Democratic Republic of Congo,COD,2012,75.01719
COD2015,Democratic Republic of Congo,COD,2015,77.22167
COD2016,Democratic Republic of Congo,COD,2016,77.04268
COD2022,Democratic Republic of Congo,COD,2022,80.54
DNK2003,Denmark,DNK,2003,99
DJI2003,Djibouti,DJI,2003,67.9
DMA2003,Dominica,DMA,2003,94
DOM1920,Dominican Republic,DOM,1920,29
DOM1930,Dominican Republic,DOM,1930,26
DOM1940,Dominican Republic,DOM,1940,30
DOM1950,Dominican Republic,DOM,1950,43
DOM1960,Dominican Republic,DOM,1960,64
DOM1970,Dominican Republic,DOM,1970,67
DOM1971,Dominican Republic,DOM,1971,68
DOM1972,Dominican Republic,DOM,1972,68
DOM1973,Dominican Republic,DOM,1973,69
DOM1974,Dominican Republic,DOM,1974,70
DOM1975,Dominican Republic,DOM,1975,70
DOM1976,Dominican Republic,DOM,1976,71
DOM1977,Dominican Republic,DOM,1977,72
DOM1978,Dominican Republic,DOM,1978,73
DOM1979,Dominican Republic,DOM,1979,73
DOM1980,Dominican Republic,DOM,1980,74
DOM1981,Dominican Republic,DOM,1981,73.06457
DOM2002,Dominican Republic,DOM,2002,86.99647
DOM2007,Dominican Republic,DOM,2007,88.24446
DOM2010,Dominican Republic,DOM,2010,89.53873
