Key,Entity,Code,Year,Historical and more recent literacy estimates
ESP2014,Spain,ESP,2014,98.09372
ESP2015,Spain,ESP,2015,98.14326
ESP2016,Spain,ESP,2016,98.25051
ESP2018,Spain,ESP,2018,98.4365
ESP2020,Spain,ESP,2020,98.59446
LKA1981,Sri Lanka,LKA,1981,86.77792
LKA2001,Sri Lanka,LKA,2001,90.68275
LKA2006,Sri Lanka,LKA,2006,90.80883
LKA2008,Sri Lanka,LKA,2008,90.55795
LKA2010,Sri Lanka,LKA,2010,91.18136
LKA2015,Sri Lanka,LKA,2015,92.61417
LKA2016,Sri Lanka,LKA,2016,92.3869
LKA2017,Sri Lanka,LKA,2017,91.89575
LKA2018,Sri Lanka,LKA,2018,91.70982
LKA2019,Sri Lanka,LKA,2019,92.25296
LKA2020,Sri Lanka,LKA,2020,92.3823
LKA2021,Sri Lanka,LKA,2021,92.42903
2000,Sub-Saharan Africa,,2000,56.981934
2010,Sub-Saharan Africa,,2010,60.880547
1990,Sub-Saharan Africa (IDA & IBRD),,1990,52.53158
2000,Sub-Saharan Africa (IDA & IBRD),,2000,56.981934
2010,Sub-Saharan Africa (IDA & IBRD),,2010,60.880547
1985,Sub-Saharan Africa (WB),,1985,49.67415
1986,Sub-Saharan Africa (WB),,1986,49.99364
1987,Sub-Saharan Africa (WB),,1987,50.62375
1988,Sub-Saharan Africa (WB),,1988,51.10168
1989,Sub-Saharan Africa (WB),,1989,51.69056
1990,Sub-Saharan Africa (WB),,1990,52.3394
1991,Sub-Saharan Africa (WB),,1991,52.81162
1992,Sub-Saharan Africa (WB),,1992,53.17252
1993,Sub-Saharan Africa (WB),,1993,53.72444
1994,Sub-Saharan Africa (WB),,1994,54.4332
1995,Sub-Saharan Africa (WB),,1995,54.72776
1996,Sub-Saharan Africa (WB),,1996,55.34565
1997,Sub-Saharan Africa (WB),,1997,56.19275
1998,Sub-Saharan Africa (WB),,1998,56.86825
1999,Sub-Saharan Africa (WB),,1999,57.72549
2000,Sub-Saharan Africa (WB),,2000,56.25376
2001,Sub-Saharan Africa (WB),,2001,57.49454
2002,Sub-Saharan Africa (WB),,2002,57.98504
2003,Sub-Saharan Africa (WB),,2003,58.34713
2004,Sub-Saharan Africa (WB),,2004,59.86667
2005,Sub-Saharan Africa (WB),,2005,58.89574
2006,Sub-Saharan Africa (WB),,2006,60.25526
2007,Sub-Saharan Africa (WB),,2007,57.71746
2008,Sub-Saharan Africa (WB),,2008,57.88128
2009,Sub-Saharan Africa (WB),,2009,58.65356
2010,Sub-Saharan Africa (WB),,2010,59.21304
2011,Sub-Saharan Africa (WB),,2011,60.78816
2012,Sub-Saharan Africa (WB),,2012,61.96924
2013,Sub-Saharan Africa (WB),,2013,62.83043
2014,Sub-Saharan Africa (WB),,2014,63.51338
2015,Sub-Saharan Africa (WB),,2015,64.13228
2016,Sub-Saharan Africa (WB),,2016,64.8614
2017,Sub-Saharan Africa (WB),,2017,65.22324
2018,Sub-Saharan Africa (WB),,2018,66.68364
2019,Sub-Saharan Africa (WB),,2019,67.41086
2020,Sub-Saharan Africa (WB),,2020,67.54763
2021,Sub-Saharan Africa (WB),,2021,67.59193
2022,Sub-Saharan Africa (WB),,2022,67.71501
2000,Sub-Saharan Africa (excluding high income),,2000,56.976406
2010,Sub-Saharan Africa (excluding high income),,2010,60.875755
SDN2000,Sudan,SDN,2000,61.34587
SDN2008,Sudan,SDN,2008,53.51738
SDN2015,Sudan,SDN,2015,58.60132
SDN2018,Sudan,SDN,2018,60.69718
SUR2004,Suriname,SUR,2004,89.59806
SUR2008,Suriname,SUR,2008,94.62094
SUR2010,Suriname,SUR,2010,94.67575
SUR2012,Suriname,SUR,2012,92.86866
SUR2015,Suriname,SUR,2015,95.53899
SUR2021,Suriname,SUR,2021,95
SWE1475,Sweden,SWE,1475,1
SWE1550,Sweden,SWE,1550,1
SWE1650,Sweden,SWE,1650,23
SWE1750,Sweden,SWE,1750,48
SWE1820,Sweden,SWE,1820,75
SWE1870,Sweden,SWE,1870,80
SWE2003,Sweden,SWE,2003,99
CHE2003,Switzerland,CHE,2003,99
SYR1981,Syria,SYR,1981,55.6545
SYR2002,Syria,SYR,2002,82.88825
SYR2004,Syria,SYR,2004,80.84452
SYR2014,Syria,SYR,2014,86.3
SYR2015,Syria,SYR,2015,86.30393
TWN2003,Taiwan,TWN,2003,96.1
TJK1989,Tajikistan,TJK,1989,97.69402
TJK2000,Tajikistan,TJK,2000,99.45068
TJK2010,Tajikistan,TJK,2010,99.7
TJK2014,Tajikistan,TJK,2014,99.76841
TJK2015,Tajikistan,TJK,2015,99.78105
TZA1988,Tanzania,TZA,1988,59.1138
TZA2002,Tanzania,TZA,2002,69.4309
TZA2010,Tanzania,TZA,2010,67.8007
TZA2012,Tanzania,TZA,2012,78.10059
TZA2015,Tanzania,TZA,2015,77.88723
TZA2022,Tanzania,TZA,2022,82.02
THA1980,Thailand,THA,1980,87.98176
THA2000,Thailand,THA,2000,92.64654
THA2005,Thailand,THA,2005,93.50647
THA2010,Thailand,THA,2010,96.43091
THA2013,Thailand,THA,2013,93.70207
THA2015,Thailand,THA,2015,92.86831
THA2018,Thailand,THA,2018,93.76776
THA2021,Thailand,THA,2021,94.1
TGO2000,Togo,TGO,2000,53.1776
TGO2006,Togo,TGO,2006,56.88837
TGO2009,Togo,TGO,2009,57.09338
TGO2011,Togo,TGO,2011,60.40994
TGO2015,Togo,TGO,2015,63.74562
TGO2019,Togo,TGO,2019,66.53708
TON1976,Tonga,TON,1976,99.59246
TON1996,Tonga,TON,1996,98.90537
TON2006,Tonga,TON,2006,99.01846
TON2011,Tonga,TON,2011,99.38553
TON2015,Tonga,TON,2015,99.39786
TON2021,Tonga,TON,2021,99.4
TTO1980,Trinidad and Tobago,TTO,1980,94.97032
TTO1990,Trinidad and Tobago,TTO,1990,96.93855
TTO2000,Trinidad and Tobago,TTO,2000,97.9
TTO2004,Trinidad and Tobago,TTO,2004,98.28851
TTO2014,Trinidad and Tobago,TTO,2014,98.91949
TTO2015,Trinidad and Tobago,TTO,2015,98.96958
TUN1984,Tunisia,TUN,1984,48.1907
TUN1994,Tunisia,TUN,1994,59.06181
TUN2004,Tunisia,TUN,2004,74.297
TUN2007,Tunisia,TUN,2007,77.1904
TUN2008,Tunisia,TUN,2008,77.71462
TUN2010,Tunisia,TUN,2010,79.13058
TUN2011,Tunisia,TUN,2011,79.65391
TUN2012,Tunisia,TUN,2012,80.21875
TUN2014,Tunisia,TUN,2014,79.03643
TUN2015,Tunisia,TUN,2015,81.05419
TUN2022,Tunisia,TUN,2022,83.56
TUR1975,Turkey,TUR,1975,61.62768
TUR1980,Turkey,TUR,1980,65.69434
TUR1985,Turkey,TUR,1985,75.96824
TUR1990,Turkey,TUR,1990,79.23245
TUR2004,Turkey,TUR,2004,87.36549
TUR2005,Turkey,TUR,2005,88.22906
TUR2006,Turkey,TUR,2006,88.11939
TUR2007,Turkey,TUR,2007,88.6559
TUR2009,Turkey,TUR,2009,90.81672
TUR2010,Turkey,TUR,2010,92.6606
TUR2011,Turkey,TUR,2011,94.10609
TUR2012,Turkey,TUR,2012,94.91975
TUR2013,Turkey,TUR,2013,95.25666
TUR2014,Turkey,TUR,2014,95.43963
TUR2015,Turkey,TUR,2015,95.60142
TUR2016,Turkey,TUR,2016,96.16733
TUR2017,Turkey,TUR,2017,96.15053
TUR2019,Turkey,TUR,2019,96.74221
TKM1995,Turkmenistan,TKM,1995,98.77832
TKM2005,Turkmenistan,TKM,2005,99.4
TKM2014,Turkmenistan,TKM,2014,99.67285
TKM2015,Turkmenistan,TKM,2015,99.69293
TCA1970,Turks and Caicos Islands,TCA,1970,98
UGA1991,Uganda,UGA,1991,56.10738
UGA2002,Uganda,UGA,2002,68.14251
UGA2006,Uganda,UGA,2006,71.37314
UGA2010,Uganda,UGA,2010,73.21188
UGA2012,Uganda,UGA,2012,70.19822
UGA2015,Uganda,UGA,2015,73.80984
UGA2018,Uganda,UGA,2018,76.5275
UGA2022,Uganda,UGA,2022,80.59
UKR2001,Ukraine,UKR,2001,99.43041
UKR2012,Ukraine,UKR,2012,99.97435
UKR2014,Ukraine,UKR,2014,99.75347
UKR2015,Ukraine,UKR,2015,99.76411
UKR2021,Ukraine,UKR,2021,100
ARE1975,United Arab Emirates,ARE,1975,53.51488
ARE1985,United Arab Emirates,ARE,1985,71.2353
ARE2005,United Arab Emirates,ARE,2005,90.03385
ARE2015,United Arab Emirates,ARE,2015,92.98637
ARE2019,United Arab Emirates,ARE,2019,97.78251
ARE2021,United Arab Emirates,ARE,2021,98.12636
ARE2022,United Arab Emirates,ARE,2022,98.28541
GBR1475,United Kingdom,GBR,1475,5
GBR1550,United Kingdom,GBR,1550,16
GBR1650,United Kingdom,GBR,1650,53
GBR1750,United Kingdom,GBR,1750,54
GBR1820,United Kingdom,GBR,1820,53
GBR1870,United Kingdom,GBR,1870,76
GBR2003,United Kingdom,GBR,2003,99
USA1870,United States,USA,1870,80
USA1880,United States,USA,1880,83
USA1890,United States,USA,1890,86.7
USA1900,United States,USA,1900,89.3
USA1910,United States,USA,1910,92.3
USA1920,United States,USA,1920,94
USA1930,United States,USA,1930,95.7
USA1940,United States,USA,1940,97.1
USA1947,United States,USA,1947,97.3
USA1950,United States,USA,1950,96.8
USA1952,United States,USA,1952,97.5
USA1959,United States,USA,1959,97.8
USA1969,United States,USA,1969,99
USA1979,United States,USA,1979,99.4
USA2003,United States,USA,2003,99
1990,Upper middle income,,1990,81.91885
2000,Upper middle income,,2000,90.65731
2010,Upper middle income,,2010,94.26899
1976,Upper-middle-income countries,,1976,68.74029
1977,Upper-middle-income countries,,1977,68.93139
1978,Upper-middle-income countries,,1978,69.90414
1979,Upper-middle-income countries,,1979,70.97245
1980,Upper-middle-income countries,,1980,71.50332
1981,Upper-middle-income countries,,1981,72.87539
1982,Upper-middle-income countries,,1982,73.4479
1983,Upper-middle-income countries,,1983,74.5785
1984,Upper-middle-income countries,,1984,75.58398
1985,Upper-middle-income countries,,1985,76.43733
1986,Upper-middle-income countries,,1986,77.26837
1987,Upper-middle-income countries,,1987,78.11403
1988,Upper-middle-income countries,,1988,81.40846
1989,Upper-middle-income countries,,1989,82.00051
1990,Upper-middle-income countries,,1990,81.94503
1991,Upper-middle-income countries,,1991,83.05663
1992,Upper-middle-income countries,,1992,83.58292
1993,Upper-middle-income countries,,1993,84.08188
1994,Upper-middle-income countries,,1994,84.56281
1995,Upper-middle-income countries,,1995,85.04725
1996,Upper-middle-income countries,,1996,85.50188
1997,Upper-middle-income countries,,1997,89.81379
1998,Upper-middle-income countries,,1998,90.20424
1999,Upper-middle-income countries,,1999,90.5234
2000,Upper-middle-income countries,,2000,90.8407
2001,Upper-middle-income countries,,2001,91.18142
2002,Upper-middle-income countries,,2002,91.45816
2003,Upper-middle-income countries,,2003,91.86902
2004,Upper-middle-income countries,,2004,92.12041
2005,Upper-middle-income countries,,2005,92.44411
2006,Upper-middle-income countries,,2006,92.73255
2007,Upper-middle-income countries,,2007,93.57468
2008,Upper-middle-income countries,,2008,93.85072
2009,Upper-middle-income countries,,2009,93.93437
2010,Upper-middle-income countries,,2010,94.1354
2011,Upper-middle-income countries,,2011,94.38587
2012,Upper-middle-income countries,,2012,94.83447
2013,Upper-middle-income countries,,2013,94.60601
2014,Upper-middle-income countries,,2014,95.30264
2015,Upper-middle-income countries,,2015,95.07114
2016,Upper-middle-income countries,,2016,95.64911
2017,Upper-middle-income countries,,2017,95.6296
2018,Upper-middle-income countries,,2018,95.42072
2019,Upper-middle-income countries,,2019,95.73506
2020,Upper-middle-income countries,,2020,95.95692
2021,Upper-middle-income countries,,2021,95.91167
2022,Upper-middle-income countries,,2022,95.95597
URY1900,Uruguay,URY,1900,59
URY1910,Uruguay,URY,1910,65
URY1920,Uruguay,URY,1920,70
URY1930,Uruguay,URY,1930,76
URY1940,Uruguay,URY,1940,81
URY1950,Uruguay,URY,1950,86
URY1960,Uruguay,URY,1960,89
URY1970,Uruguay,URY,1970,93
URY1971,Uruguay,URY,1971,93
URY1972,Uruguay,URY,1972,93
URY1973,Uruguay,URY,1973,93
URY1974,Uruguay,URY,1974,94
URY1975,Uruguay,URY,1975,93.86107
URY1985,Uruguay,URY,1985,95.37998
URY1996,Uruguay,URY,1996,96.78181
URY2006,Uruguay,URY,2006,97.78963
URY2007,Uruguay,URY,2007,97.86389
URY2008,Uruguay,URY,2008,98.16356
URY2009,Uruguay,URY,2009,98.26723
URY2010,Uruguay,URY,2010,98.07271
URY2011,Uruguay,URY,2011,98.3359
URY2012,Uruguay,URY,2012,98.39594
URY2013,Uruguay,URY,2013,98.36387
URY2014,Uruguay,URY,2014,98.43593
URY2015,Uruguay,URY,2015,98.52387
URY2016,Uruguay,URY,2016,98.56147
URY2017,Uruguay,URY,2017,98.61572
URY2018,Uruguay,URY,2018,98.70386
URY2019,Uruguay,URY,2019,98.77035
UZB2000,Uzbekistan,UZB,2000,98.64258
UZB2013,Uzbekistan,UZB,2013,99.99486
UZB2014,Uzbekistan,UZB,2014,99.98055
UZB2015,Uzbekistan,UZB,2015,99.98383
UZB2016,Uzbekistan,UZB,2016,99.98657
UZB2018,Uzbekistan,UZB,2018,99.99289
UZB2019,Uzbekistan,UZB,2019,99.99995
UZB2021,Uzbekistan,UZB,2021,99.99792
UZB2022,Uzbekistan,UZB,2022,99.99998
VUT1979,Vanuatu,VUT,1979,52.87392
VUT1984,Vanuatu,VUT,1984,58.2
VUT1994,Vanuatu,VUT,1994,68.7
VUT1999,Vanuatu,VUT,1999,74
VUT2004,Vanuatu,VUT,2004,78.4
VUT2014,Vanuatu,VUT,2014,84.7
VUT2015,Vanuatu,VUT,2015,85.05868
VUT2021,Vanuatu,VUT,2021,89.1
VAT2011,Vatican,VAT,2011,100
VEN1900,Venezuela,VEN,1900,28
VEN1910,Venezuela,VEN,1910,29
VEN1920,Venezuela,VEN,1920,32
VEN1930,Venezuela,VEN,1930,36
VEN1940,Venezuela,VEN,1940,42
VEN1950,Venezuela,VEN,1950,51
VEN1960,Venezuela,VEN,1960,62
VEN1970,Venezuela,VEN,1970,76
VEN1971,Venezuela,VEN,1971,77
VEN1972,Venezuela,VEN,1972,78
VEN1973,Venezuela,VEN,1973,79
VEN1974,Venezuela,VEN,1974,80
VEN1975,Venezuela,VEN,1975,80
VEN1976,Venezuela,VEN,1976,81
VEN1977,Venezuela,VEN,1977,82
VEN1978,Venezuela,VEN,1978,83
VEN1979,Venezuela,VEN,1979,83
VEN1980,Venezuela,VEN,1980,84
VEN1981,Venezuela,VEN,1981,84.7322
VEN1990,Venezuela,VEN,1990,89.82525
VEN2001,Venezuela,VEN,2001,92.97983
VEN2007,Venezuela,VEN,2007,95.15464
VEN2009,Venezuela,VEN,2009,95.51199
VEN2011,Venezuela,VEN,2011,94.77022
VEN2015,Venezuela,VEN,2015,96.60522
VEN2016,Venezuela,VEN,2016,97.12709
VEN2022,Venezuela,VEN,2022,97.6
VNM1979,Vietnam,VNM,1979,83.82594
VNM1989,Vietnam,VNM,1989,87.59645
VNM1999,Vietnam,VNM,1999,90.2783
VNM2000,Vietnam,VNM,2000,90.15613
VNM2009,Vietnam,VNM,2009,93.52045
VNM2015,Vietnam,VNM,2015,94.51427
VNM2019,Vietnam,VNM,2019,95.75387
2005,Virgin Islands,,2005,90
WLF1969,Wallis and Futuna,WLF,1969,50
1985,Western and Central Africa (WB),,1985,40.29465
1986,Western and Central Africa (WB),,1986,40.55083
1987,Western and Central Africa (WB),,1987,41.29927
1988,Western and Central Africa (WB),,1988,42.03242
1989,Western and Central Africa (WB),,1989,42.82516
1990,Western and Central Africa (WB),,1990,43.60494
1991,Western and Central Africa (WB),,1991,44.82332
1992,Western and Central Africa (WB),,1992,45.16338
1993,Western and Central Africa (WB),,1993,46.00217
1994,Western and Central Africa (WB),,1994,46.86951
1995,Western and Central Africa (WB),,1995,47.01763
1996,Western and Central Africa (WB),,1996,47.80645
1997,Western and Central Africa (WB),,1997,48.82888
1998,Western and Central Africa (WB),,1998,50.17558
1999,Western and Central Africa (WB),,1999,51.05166
2000,Western and Central Africa (WB),,2000,47.05716
2001,Western and Central Africa (WB),,2001,48.76261
2002,Western and Central Africa (WB),,2002,49.47245
2003,Western and Central Africa (WB),,2003,49.47437
2004,Western and Central Africa (WB),,2004,51.38341
2005,Western and Central Africa (WB),,2005,51.42382
2006,Western and Central Africa (WB),,2006,57.47115
2007,Western and Central Africa (WB),,2007,50.11955
2008,Western and Central Africa (WB),,2008,49.81004
2009,Western and Central Africa (WB),,2009,50.69238
2010,Western and Central Africa (WB),,2010,51.15696
2011,Western and Central Africa (WB),,2011,51.76631
2012,Western and Central Africa (WB),,2012,52.41016
2013,Western and Central Africa (WB),,2013,53.00278
2014,Western and Central Africa (WB),,2014,54.00676
2015,Western and Central Africa (WB),,2015,54.81832
2016,Western and Central Africa (WB),,2016,55.43792
2017,Western and Central Africa (WB),,2017,56.48554
2018,Western and Central Africa (WB),,2018,59.56846
2019,Western and Central Africa (WB),,2019,59.51172
2020,Western and Central Africa (WB),,2020,59.61751
2021,Western and Central Africa (WB),,2021,60.03461
2022,Western and Central Africa (WB),,2022,60.3127
OWID_WRL1820,World,OWID_WRL,1820,12
OWID_WRL1870,World,OWID_WRL,1870,19
OWID_WRL1880,World,OWID_WRL,1880,20
OWID_WRL1890,World,OWID_WRL,1890,21
OWID_WRL1900,World,OWID_WRL,1900,21
OWID_WRL1910,World,OWID_WRL,1910,26
OWID_WRL1920,World,OWID_WRL,1920,32
OWID_WRL1930,World,OWID_WRL,1930,33
OWID_WRL1940,World,OWID_WRL,1940,42
OWID_WRL1950,World,OWID_WRL,1950,36
OWID_WRL1960,World,OWID_WRL,1960,42
OWID_WRL1976,World,OWID_WRL,1976,65.58655
OWID_WRL1977,World,OWID_WRL,1977,65.87833
OWID_WRL1978,World,OWID_WRL,1978,66.50104
OWID_WRL1979,World,OWID_WRL,1979,67.15501
OWID_WRL1980,World,OWID_WRL,1980,67.58338
OWID_WRL1981,World,OWID_WRL,1981,68.29191
OWID_WRL1982,World,OWID_WRL,1982,68.84949
OWID_WRL1983,World,OWID_WRL,1983,69.5504
OWID_WRL1984,World,OWID_WRL,1984,70.20852
OWID_WRL1985,World,OWID_WRL,1985,70.8034
OWID_WRL1986,World,OWID_WRL,1986,71.35792
OWID_WRL1987,World,OWID_WRL,1987,72.04868
OWID_WRL1988,World,OWID_WRL,1988,73.77016
OWID_WRL1989,World,OWID_WRL,1989,74.30384
OWID_WRL1990,World,OWID_WRL,1990,74.60577
OWID_WRL1991,World,OWID_WRL,1991,75.19876
OWID_WRL1992,World,OWID_WRL,1992,75.64575
OWID_WRL1993,World,OWID_WRL,1993,76.05962
OWID_WRL1994,World,OWID_WRL,1994,76.46277
OWID_WRL1995,World,OWID_WRL,1995,76.86894
OWID_WRL1996,World,OWID_WRL,1996,77.25817
OWID_WRL1997,World,OWID_WRL,1997,79.24868
OWID_WRL1998,World,OWID_WRL,1998,80.43393
OWID_WRL1999,World,OWID_WRL,1999,80.7684
OWID_WRL2000,World,OWID_WRL,2000,80.87452
OWID_WRL2001,World,OWID_WRL,2001,81.20433
OWID_WRL2002,World,OWID_WRL,2002,81.57198
OWID_WRL2003,World,OWID_WRL,2003,82.06556
OWID_WRL2004,World,OWID_WRL,2004,82.43894
OWID_WRL2005,World,OWID_WRL,2005,82.37777
OWID_WRL2006,World,OWID_WRL,2006,82.46365
OWID_WRL2007,World,OWID_WRL,2007,82.92806
OWID_WRL2008,World,OWID_WRL,2008,83.25666
OWID_WRL2009,World,OWID_WRL,2009,83.5132
OWID_WRL2010,World,OWID_WRL,2010,84.16
OWID_WRL2011,World,OWID_WRL,2011,84.32265
OWID_WRL2012,World,OWID_WRL,2012,84.76106
OWID_WRL2013,World,OWID_WRL,2013,84.86014
OWID_WRL2014,World,OWID_WRL,2014,85.43371
OWID_WRL2015,World,OWID_WRL,2015,85.60183
OWID_WRL2016,World,OWID_WRL,2016,86.06116
OWID_WRL2017,World,OWID_WRL,2017,86.28823
OWID_WRL2018,World,OWID_WRL,2018,86.33905
OWID_WRL2019,World,OWID_WRL,2019,86.4896
OWID_WRL2020,World,OWID_WRL,2020,86.71151
OWID_WRL2021,World,OWID_WRL,2021,86.85275
OWID_WRL2022,World,OWID_WRL,2022,87.01175
YEM1994,Yemen,YEM,1994,37.09
YEM2004,Yemen,YEM,2004,54.1
YEM2014,Yemen,YEM,2014,68.78942
YEM2015,Yemen,YEM,2015,69.96195
ZMB1990,Zambia,ZMB,1990,64.99828
ZMB1999,Zambia,ZMB,1999,68.00179
ZMB2002,Zambia,ZMB,2002,69.14922
ZMB2007,Zambia,ZMB,2007,61.12709
ZMB2010,Zambia,ZMB,2010,83.00767
ZMB2015,Zambia,ZMB,2015,85.11726
ZMB2020,Zambia,ZMB,2020,87.5
ZWE1982,Zimbabwe,ZWE,1982,77.79417
ZWE1992,Zimbabwe,ZWE,1992,83.51258
ZWE2011,Zimbabwe,ZWE,2011,83.58271
ZWE2014,Zimbabwe,ZWE,2014,88.69342
ZWE2015,Zimbabwe,ZWE,2015,86.87348
ZWE2022,Zimbabwe,ZWE,2022,89.85
